report-id,report-title,filer,filed-date,filed-time,owner,ticker,asset-name,transaction-type,transaction-date,amount,comment,asset-type,type
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,TORIX,Tortoise MLP & Pipeline Instl,Purchase,12/18/2015,"$50,001 - $100,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,VFINX,Vanguard 500 Index Inv,Purchase,12/18/2015,"$50,001 - $100,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,VEXMX,Vanguard Extended Market Idx Inv,Purchase,12/18/2015,"$15,001 - $50,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,--,Robertson County TN Go Bond,Purchase,12/21/2015,"$15,001 - $50,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,TORIX,Tortoise MLP & Pipeline Instl,Purchase,12/30/2015,"$15,001 - $50,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,--,DTC Equity Common Trust Fund,Purchase,12/31/2015,"$15,001 - $50,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,--,International Equity Common Trust Fund,Purchase,12/31/2015,"$50,001 - $100,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,--,Multi-Strategy Common Trust Fund,Purchase,12/31/2015,"$50,001 - $100,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,GTEYX,Gateway Y,Sale (Partial),03/31/2015,"$50,001 - $100,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,PAAIX,PIMCO All Asset Instl,Sale (Partial),04/30/2015,"$1,001 - $15,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,ARVIX,ASTON/River Road Independent Value I,Sale (Partial),06/16/2015,"$15,001 - $50,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,FPACX,FPA Crescent,Sale (Partial),06/16/2015,"$15,001 - $50,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,ECEIX,Lazard Emerging Markets Core Equity Inst,Sale (Partial),06/16/2015,"$15,001 - $50,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,GTEYX,Gateway Y,Sale (Full),06/16/2015,"$1,001 - $15,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,MLPTX,Oppenheimer SteelPath MLP Select 40 Y,Sale (Partial),06/16/2015,"$1,001 - $15,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,PAAIX,PIMCO All Asset Instl,Sale (Partial),06/16/2015,"$50,001 - $100,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,WBMIX,Whitebox Tactical Opportunities Instl,Sale (Partial),06/16/2015,"$15,001 - $50,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,ARVIX,ASTON/River Road Independent Value I,Sale (Partial),07/23/2015,"$15,001 - $50,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,FPACX,FPA Crescent,Sale (Partial),07/23/2015,"$15,001 - $50,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,PAAIX,PIMCO All Asset Instl,Sale (Partial),07/23/2015,"$50,001 - $100,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,RNCIX,RiverNorth Core Opportunity I,Sale (Partial),07/23/2015,"$50,001 - $100,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,WBMIX,Whitebox Tactical Opportunities Instl,Sale (Partial),07/23/2015,"$15,001 - $50,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,--,DTC Equity Common Trust Fund,Sale (Partial),08/31/2015,"$15,001 - $50,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,--,International Equity Common Trust Fund,Sale (Partial),08/31/2015,"$50,001 - $100,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,--,Large Cap US Equity Common Trust Fund,Sale (Partial),08/31/2015,"$50,001 - $100,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,--,Small/Mid Cap US Equity Common Trust Fund,Sale (Partial),08/31/2015,"$15,001 - $50,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,ARVIX,ASTON/River Road Independent Value I,Sale (Full),09/23/2015,"$1,001 - $15,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,FPACX,FPA Crescent,Sale (Full),09/23/2015,"$50,001 - $100,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,ECEIX,Lazard Emerging Markets Core Equity Inst,Sale (Partial),09/23/2015,"$1,001 - $15,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,PAAIX,PIMCO All Asset Instl,Sale (Full),09/23/2015,"$50,001 - $100,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,RNCIX,RiverNorth Core Opportunity I,Sale (Full),09/23/2015,"$50,001 - $100,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,VIG,Vanguard Dividend Appreciation ETF,Sale (Partial),09/23/2015,"$50,001 - $100,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,WBMIX,Whitebox Tactical Opportunities Instl,Sale (Full),09/23/2015,"$15,001 - $50,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,MLPTX,Oppenheimer SteelPath MLP Select 40 Y,Sale (Partial),09/23/2015,"$1,001 - $15,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,MLPTX,Oppenheimer SteelPath MLP Select 40 Y,Sale (Full),12/18/2015,"$50,001 - $100,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,--,"26.02 Acres, US Hwy 77, Victoria, TX (Little Star Partnership)",Sale (Full),07/24/2015,"$15,001 - $50,000",--,,
0274c846-a8e6-4ab1-9d52-7df85fd24624,Annual Report for Calendar 2015,"Alexander, Lamar",06/15/2016,1:52 PM,Spouse,--,"5.26 Acres, US Hwy 77, Victoria, TX (Little Star Partnership)",Sale (Full),07/10/2015,"$1,001 - $15,000",--,,
05f5d46b-c3b0-4ef3-aaa6-a1f49574b5af,Periodic Transaction Report for 06/27/2017,"Alexander, Lamar",06/27/2017,7:28 PM,Spouse,--,Shelby County Tenn Health EDL & Rev Rate/Coupon: 5.25% Matures: 09/01/2023,,06/15/2017,"$50,001 - $100,000",--,Municipal Security,Sale (Full)
05f5d46b-c3b0-4ef3-aaa6-a1f49574b5af,Periodic Transaction Report for 06/27/2017,"Alexander, Lamar",06/27/2017,7:28 PM,Spouse,--,Robertson County TN Go Bond Rate/Coupon: 5.00% Matures: 05/01/2022,,06/15/2017,"$15,001 - $50,000",--,Municipal Security,Sale (Full)
05f5d46b-c3b0-4ef3-aaa6-a1f49574b5af,Periodic Transaction Report for 06/27/2017,"Alexander, Lamar",06/27/2017,7:28 PM,Spouse,--,Robertson CNTY Tenn Go REF BDS Rate/Coupon: 3.00% Matures: 04/01/2025,,06/15/2017,"$15,001 - $50,000",--,Municipal Security,Sale (Full)
05f5d46b-c3b0-4ef3-aaa6-a1f49574b5af,Periodic Transaction Report for 06/27/2017,"Alexander, Lamar",06/27/2017,7:28 PM,Spouse,--,Metropolitan Nashville ARPT AU ARPT Rate/Coupon: 5.00% Matures: 07/01/2040,,06/15/2017,"$15,001 - $50,000",--,Municipal Security,Sale (Full)
05f5d46b-c3b0-4ef3-aaa6-a1f49574b5af,Periodic Transaction Report for 06/27/2017,"Alexander, Lamar",06/27/2017,7:28 PM,Spouse,--,Metropolitan Govt Nashville & REF BDS Rate/Coupon: 5.00% Matures: 05/15/2019,,06/15/2017,"$15,001 - $50,000",--,Municipal Security,Sale (Full)
05f5d46b-c3b0-4ef3-aaa6-a1f49574b5af,Periodic Transaction Report for 06/27/2017,"Alexander, Lamar",06/27/2017,7:28 PM,Spouse,--,Memphis TN Sewer System Rate/Coupon: 4.20% Matures: 10/01/2022,,06/15/2017,"$50,001 - $100,000",--,Municipal Security,Sale (Full)
05f5d46b-c3b0-4ef3-aaa6-a1f49574b5af,Periodic Transaction Report for 06/27/2017,"Alexander, Lamar",06/27/2017,7:28 PM,Spouse,--,Lakeland Tenn Go Cap Outlay NTS Rate/Coupon: 5.00% Matures: 03/01/2020,,06/15/2017,"$15,001 - $50,000",--,Municipal Security,Sale (Full)
05f5d46b-c3b0-4ef3-aaa6-a1f49574b5af,Periodic Transaction Report for 06/27/2017,"Alexander, Lamar",06/27/2017,7:28 PM,Spouse,--,Kingsport Tenn Go Bond Rate/Coupon: 3.00% Matures: 03/01/2029,,06/15/2017,"$50,001 - $100,000",--,Municipal Security,Sale (Full)
05f5d46b-c3b0-4ef3-aaa6-a1f49574b5af,Periodic Transaction Report for 06/27/2017,"Alexander, Lamar",06/27/2017,7:28 PM,Spouse,--,Clarksville TN Electric Rate/Coupon: 5.00% Matures: 09/01/2022,,06/15/2017,"$15,001 - $50,000",--,Municipal Security,Sale (Full)
05f5d46b-c3b0-4ef3-aaa6-a1f49574b5af,Periodic Transaction Report for 06/27/2017,"Alexander, Lamar",06/27/2017,7:28 PM,Spouse,--,Chattanooga Tenn Go REF BDS Rate/Coupon: 5.00% Matures: 09/01/2019,,06/15/2017,"$15,001 - $50,000",--,Municipal Security,Sale (Full)
0b0bd265-2339-4099-830f-8b4dbc860e26,Periodic Transaction Report for 01/20/2016,"Alexander, Lamar",01/20/2016,12:35 PM,Spouse,--,METROPOLITAN NASHVILLE ARPT AU ARPT Rate/Coupon: 5.00% Matures: 07/01/2040,,01/07/2016,"$15,001 - $50,000",--,Municipal Security,Purchase
0b0bd265-2339-4099-830f-8b4dbc860e26,Periodic Transaction Report for 01/20/2016,"Alexander, Lamar",01/20/2016,12:35 PM,Spouse,--,LAKELAND TENN GO CAP OUTLAY NTS Rate/Coupon: 5.00% Matures: 03/01/2020,,01/07/2016,"$15,001 - $50,000",--,Municipal Security,Purchase
0b0bd265-2339-4099-830f-8b4dbc860e26,Periodic Transaction Report for 01/20/2016,"Alexander, Lamar",01/20/2016,12:35 PM,Spouse,--,ROBERTSON CNTY TENN GO REF BDS Rate/Coupon: 3.00% Matures: 04/01/2025,,01/05/2016,"$15,001 - $50,000",--,Municipal Security,Purchase
0b0bd265-2339-4099-830f-8b4dbc860e26,Periodic Transaction Report for 01/20/2016,"Alexander, Lamar",01/20/2016,12:35 PM,Spouse,--,ROBERTSON CNTY TENN GO SCH BDS Rate/Coupon: 5.00% Matures: 05/01/2022,,12/22/2015,"$15,001 - $50,000",--,Municipal Security,Purchase
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,VFINX,Vanguard 500 Index Investor,Purchase,02/26/2016,"$1,001 - $15,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,VEXMX,Vanguard Extended Market Index Investor,Purchase,02/26/2016,"$1,001 - $15,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,MLPI,UBS ETRACS Alerian MLP Infras ETN,Purchase,05/27/2016,"$15,001 - $50,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,VIG,Vanguard Dividend Appreciation ETF,Purchase,06/01/2016,"$100,001 - $250,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,ECEIX,Lazard Emerging Markets Core Equity Inst,Purchase,06/03/2016,"$1,001 - $15,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,VFINX,Vanguard 500 Index Investor,Purchase,06/03/2016,"$100,001 - $250,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,VEXMX,Vanguard Extended Market Index Investor,Purchase,06/03/2016,"$50,001 - $100,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,--,DTC International Equity Common Trust Fund,Purchase,06/06/2016,"$50,001 - $100,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,--,DTC Multi-Strategy Common Trust Fund,Purchase,06/06/2016,"$15,001 - $50,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,VFINX,Vanguard 500 Index Investor,Purchase,06/29/2016,"$1,001 - $15,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,--,DTC International Equity Common Trust Fund,Purchase,07/07/2016,"$1,001 - $15,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,--,DTC Multi-Strategy Common Trust Fund,Purchase,08/04/2016,"$15,001 - $50,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,VFINX,Vanguard 500 Index Investor,Purchase,10/05/2016,"$1,001 - $15,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,--,DTC Multi-Strategy Common Trust Fund,Purchase,10/06/2016,"$1,001 - $15,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,--,DTC Multi-Strategy Common Trust Fund,Purchase,11/04/2016,"$15,001 - $50,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,MLPI,UBS ETRACS Alerian MLP Infras ETN,Purchase,11/29/2016,"$1,001 - $15,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,--,DTC Multi-Strategy Common Trust Fund,Purchase,12/06/2016,"$1,001 - $15,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,--,DTC Multi-Strategy Common Trust Fund,Purchase,12/30/2016,"$1,001 - $15,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,TORIX,Tortoise MLP & Pipeline Instl,Sale (Partial),05/27/2016,"$15,001 - $50,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,--,Small/Mid Cap US Equity Common Trust Fund,Sale (Full),06/06/2016,"$50,001 - $100,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,--,DTC US Active Equity Fund Common,Sale (Full),06/06/2016,"$100,001 - $250,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,--,DTC US Core Equity Fund Common,Sale (Full),06/06/2016,"$100,001 - $250,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,--,Broad Based Consumer Credit (Q) Fund,Sale (Partial),07/15/2016,"$1,001 - $15,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,--,Broad Based Consumer Credit (Q) Fund,Sale (Partial),07/25/2016,"$1,001 - $15,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,ECEIX,Lazard Emerging Markets Core Equity Inst,Sale (Partial),07/28/2016,"$1,001 - $15,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,TORIX,Tortoise MLP & Pipeline Instl,Sale (Partial),07/28/2016,"$1,001 - $15,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,--,DTC International Equity Common Trust Fund,Sale (Partial),08/04/2016,"$1,001 - $15,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,--,Broad Based Consumer Credit (Q) Fund,Sale (Partial),08/12/2016,"$1,001 - $15,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,--,Broad Based Consumer Credit (Q) Fund,Sale (Partial),08/22/2016,"$1,001 - $15,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,TORIX,Tortoise MLP & Pipeline Instl,Sale (Partial),08/30/2016,"$1,001 - $15,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,VFINX,Vanguard 500 Index Investor,Sale (Partial),08/30/2016,"$1,001 - $15,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,--,DTC International Equity Common Trust Fund,Sale (Partial),09/07/2016,"$1,001 - $15,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,--,Broad Based Consumer Credit (Q) Fund,Sale (Partial),09/15/2016,"$1,001 - $15,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,--,Broad Based Consumer Credit (Q) Fund,Sale (Partial),09/28/2016,"$1,001 - $15,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,TORIX,Tortoise MLP & Pipeline Instl,Sale (Partial),09/29/2016,"$1,001 - $15,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,--,Broad Based Consumer Credit (Q) Fund,Sale (Partial),10/14/2016,"$1,001 - $15,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,--,Broad Based Consumer Credit (Q) Fund,Sale (Partial),10/25/2016,"$1,001 - $15,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,--,Broad Based Consumer Credit (Q) Fund,Sale (Partial),11/15/2016,"$1,001 - $15,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,--,Broad Based Consumer Credit (Q) Fund,Sale (Partial),11/22/2016,"$1,001 - $15,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,--,Broad Based Consumer Credit (Q) Fund,Sale (Partial),12/14/2016,"$1,001 - $15,000",--,,
18f41949-aa19-46cd-bbe3-835f8474ce03,Annual Report for Calendar 2016,"Alexander, Lamar",05/15/2017,4:13 PM,Spouse,--,Broad Based Consumer Credit (Q) Fund,Sale (Partial),12/22/2016,"$1,001 - $15,000",--,,
1e228efd-313f-4520-b6f3-fdc6ba364a46,Annual Report for Calendar 2016 (Amendment 1),"Bennet, Michael",08/01/2017,2:33 PM,Self,EAERX,Eaton Vance Stock A,Purchase,06/15/2016,"$1,001 - $15,000",--,,
1e228efd-313f-4520-b6f3-fdc6ba364a46,Annual Report for Calendar 2016 (Amendment 1),"Bennet, Michael",08/01/2017,2:33 PM,Self,EAERX,Eaton Vance Stock A,Purchase,12/13/2016,"$15,001 - $50,000",--,,
1e228efd-313f-4520-b6f3-fdc6ba364a46,Annual Report for Calendar 2016 (Amendment 1),"Bennet, Michael",08/01/2017,2:33 PM,Spouse,VEURX,Vanguard European Stock Index Investor,Sale (Full),12/13/2016,"$15,001 - $50,000",--,,
1e228efd-313f-4520-b6f3-fdc6ba364a46,Annual Report for Calendar 2016 (Amendment 1),"Bennet, Michael",08/01/2017,2:33 PM,Spouse,VGHCX,Vanguard Health Care Inv,Sale (Full),12/13/2016,"$50,001 - $100,000",--,,
